-0.08470052,0.05934786,-0.050275564,-0.038107816,0.11786093,
-0.0008210946,0.047585696,0.11162559,0.096095234,0.04420161,
0.17018712,0.08464423,-0.10158391,-0.06798417,0.14122579,
-0.101382494,-0.13242705,0.03632702,-0.022911357,0.055586703,
0.02660895,-0.13754335,0.11253293,0.03485497,-0.08827368,
-0.087771155,-0.039142825,-0.10512881,0.055423398,-0.0030218104,
0.05958539,-0.12844984,-0.007812137,0.016141513,-0.028458912,
0.05063838,-0.07540831,0.12590268,-0.00581162,0.05045678,
-0.09474452,0.13827473,0.16842683,0.1560669,0.15975593,
-0.025439858,0.018099757,-0.06547042,-0.12734269,-0.0112964185,
-0.00671272,-0.012414412,0.03229841,0.09700507,0.062273737,
0.02424153,0.029730443,0.004833077,0.05260988,-0.08798388,
0.017781863,0.10722012,0.12766135,0.12686864,0.04050423,
0.10582193,-0.046740346,-0.16402164,-0.07055349,0.002367466,
-0.044486754,0.061179847,0.05391849,-0.10195543,0.026099242,
0.15251784,0.13506724,-0.11264803,-0.033874568,-0.03277642,
-0.08821808,-0.12828812,-0.062481288,0.081852056,0.0067781033,
0.076620825,-0.09620656,0.15396091,0.13523066,0.090233415,
-0.07274427,0.11955573,-0.006607519,0.11429107,0.114829525,
-0.012689116,-0.042299032,-0.030770749,-0.0043825526,-0.09845647,
-0.011732116,-0.16982573,0.031235415,0.16324762,-0.0066000326,
-0.18127878,-0.05224099,0.014948677,-0.09170474,0.035271,
0.0573065,0.09549234,0.014034621,0.048531275,-0.057292856,
-0.012599599,0.026625453,0.025685947,0.10726668,0.047621507,
0.062694475,0.005923456,0.0688253,0.08034999,-0.02745226,
-0.14160371,0.0033494525,-0.031422384,-0.0893449,-0.03217104,
0.012327744,-0.11148902,0.051963836,-0.08340632,-0.08650322,
-0.03734705,0.13174342,0.13586408,-0.089136824,0.113101654,
0.22248784,-0.008177787,-0.023309723,0.11515011,0.085993074,
0.16072065,-0.069606125,0.10831286,-0.17341152,-0.088518366,
0.08273961,0.07803519,0.11728245,0.1365387,-0.020040974,
-0.003354666,0.04767297,-0.0706031,-0.019985696,-0.15721431,


0.093725465,0.014575936,-0.091535784,0.07434894,0.022863368,
0.09067773,0.0729652,-0.027593596,-0.0133387735,0.008464454,
-0.09132709,-0.05397956,-0.052852273,-0.13588314,-0.055533405,
0.08760034,0.01587633,0.049079865,0.016974924,-0.0315377,
-0.186423,0.017664906,-0.054095592,-0.047783162,0.026103577,
0.099581584,-0.000544162,-0.043044236,0.053223964,-0.01903416,
0.04626454,-0.14812759,0.09654131,-0.052866217,0.09564259,
0.14844808,0.111284085,-0.07771676,0.12729256,-0.11525888,
0.044702176,-0.09215175,0.10630321,0.12509309,0.020441411,
0.13001926,-0.002538384,-0.08122371,-0.10972622,0.0014616164,
0.07128073,-0.015794719,-0.11454888,0.0060250447,-0.043656774,
0.02569797,-0.09813919,0.109600626,0.051634997,-0.08010398,
-0.051452473,0.09924841,-0.08922491,0.104971744,-0.11646787,
-0.0027658653,-0.09045851,0.077034585,-0.041731827,-0.11536829,
