Sample in Buffer,Sample in Window,TRIGGER,s_start_conv3,sready_conv3_1,s_out_conv3tb[26:0]
688,688,0,1,1,001111100111001101000001100
689,689,0,1,1,001111100101010001110011010
690,690,0,1,1,001111100011001111111010100
691,691,0,1,1,001111100001000111000010000
692,692,0,1,1,001111011101100011000100011
693,693,0,1,1,001111010110001010100101001
694,694,0,1,1,001111000000010001111001100
695,695,0,1,1,000000000000000000000000000
696,696,0,1,1,000000000000000000000000000
697,697,0,1,1,000000000000000000000000000
698,698,0,1,1,000000000000000000000000000
699,699,0,1,1,000000000000000000000000000
700,700,0,1,1,000000000000000000000000000
701,701,0,1,1,000000000000000000000000000
702,702,0,1,1,000000000000000000000000000
703,703,0,1,1,000000000000000000000000000
704,704,0,1,1,000000000000000000000000000
705,705,0,1,1,000000000000000000000000000
706,706,0,1,1,001111001001000001001000110
707,707,0,1,1,001111011011011010100001100
708,708,0,1,1,001111100101010111111110011
709,709,0,1,1,001111100000100001011111000
710,710,0,1,1,001111011010110111110111101
711,711,0,1,1,001111100001110110110001111
712,712,0,1,1,001111100100011110011001001
713,713,0,1,1,001111100110000011001000000
714,714,0,1,1,001111100111000011011011000
715,715,0,1,1,001111100111011110111110010
716,716,0,1,1,001111101000000110111001000
717,717,0,1,1,001111101000010110111111100
718,718,0,1,1,001111101000101010100001010
719,719,0,1,1,001111101000111010111110111
720,720,0,1,1,001111101001000111000111010
721,721,0,1,1,001111101001011011110111101
722,722,0,1,1,001111101001010110111010001
723,723,0,1,1,001111101000001111111001100
724,724,0,1,1,001111100011111100101011000
725,725,0,1,1,001111011011101101001001100
726,726,0,1,1,001111001001101011110101110
727,727,0,1,1,000000000000000000000000000
728,728,0,1,1,000000000000000000000000000
729,729,0,1,1,000000000000000000000000000
730,730,0,1,1,000000000000000000000000000
731,731,0,1,1,000000000000000000000000000
732,732,0,1,1,000000000000000000000000000
733,733,0,1,1,000000000000000000000000000
734,734,0,1,1,000000000000000000000000000
735,735,0,1,1,000000000000000000000000000
736,736,0,1,1,000000000000000000000000000
737,737,0,1,1,001111001111010100101011011
738,738,0,1,1,001111000011010011100000000
739,739,0,1,1,001111001001111110011100000
740,740,0,1,1,001111100000100111111100001
741,741,0,1,1,001111011100100100000000011
742,742,0,1,1,001111011000101101111010011
743,743,0,1,1,001111010011111010100101110
744,744,0,1,1,001111010010111100111010101
745,745,0,1,1,001111010010101000101001111
746,746,0,1,1,001111010001000010010010111
747,747,0,1,1,001111000010010100100101010
748,748,0,1,1,000000000000000000000000000
749,749,0,1,1,000000000000000000000000000
750,750,0,1,1,000000000000000000000000000
751,751,0,1,1,000000000000000000000000000
752,752,0,1,1,000000000000000000000000000
753,753,0,1,1,000000000000000000000000000
754,754,0,1,1,000000000000000000000000000
755,755,0,1,1,000000000000000000000000000
756,756,0,1,1,000000000000000000000000000
757,757,0,1,1,000000000000000000000000000
758,758,0,1,1,000000000000000000000000000
759,759,0,1,1,000000000000000000000000000
760,760,0,1,1,000000000000000000000000000
761,761,0,1,1,000000000000000000000000000
762,762,0,1,1,000000000000000000000000000
763,763,0,1,1,000000000000000000000000000
764,764,0,1,1,000000000000000000000000000
765,765,0,1,1,001111001110100000111000010
766,766,0,1,1,001111011000011011000100001
767,767,0,1,1,001111011100101001111000100
768,768,0,1,1,000000000000000000000000000
769,769,0,1,1,000000000000000000000000000
770,770,0,1,1,000000000000000000000000000
771,771,0,1,1,001111011010110111111011111
772,772,0,1,1,001111011111100011110100110
773,773,0,1,1,001111011110100110010000001
774,774,0,1,1,001111011010111001111100001
775,775,0,1,1,001111011000110110110111011
776,776,0,1,1,001111011001100010110010110
777,777,0,1,1,001111011001111110010111110
778,778,0,1,1,001111011010110011100111110
779,779,0,1,1,001111011100001110110110111
780,780,0,1,1,001111011100110001111001110
781,781,0,1,1,001111011100101111000111000
782,782,0,1,1,001111011100110010100110011
783,783,0,1,1,001111011011011000011101001
784,784,0,1,1,001111011011111000101101010
785,785,0,1,1,001111011101101010011110001
786,786,0,1,1,001111011100110011100101001
787,787,0,1,1,001111011001110111111001110
788,788,0,1,1,001111010110011111110010010
789,789,0,1,1,001111001100001100000011100
790,790,0,1,1,000000000000000000000000000
791,791,0,1,1,000000000000000000000000000
792,792,0,1,1,000000000000000000000000000
793,793,0,1,1,000000000000000000000000000
794,794,0,1,1,000000000000000000000000000
795,795,0,1,1,000000000000000000000000000
796,796,0,1,1,001110111110010111101111100
797,797,0,1,1,001111010111001111100111100
798,798,0,1,1,001111011100010111101000101
799,799,0,1,1,001111011000100111011101100
800,800,0,1,1,001111100010100110000001110
801,801,0,1,1,001111100100000110101101100
802,802,0,1,1,001111100100101011001010100
803,803,0,1,1,001111100100000111000010100
804,804,0,1,1,001111100011010000001100010
805,805,0,1,1,001111100010101100000100001
806,806,0,1,1,001111100010101101110100011
807,807,0,1,1,001111100010110001011001010
808,808,0,1,1,001111100010000000010001111
809,809,0,1,1,001111100000111110000000111
810,810,0,1,1,001111011111101100100001110
811,811,0,1,1,001111011101010101010111001
812,812,0,1,1,001111011010011010101010111
813,813,0,1,1,001111010111000000111001111
814,814,0,1,1,001111010100110010110100100
815,815,0,1,1,001111010110111000101100101
816,816,0,1,1,001111001110011011011000010
817,817,0,1,1,001111000011000111110110110
818,818,0,1,1,000000000000000000000000000
819,819,0,1,1,000000000000000000000000000
820,820,0,1,1,000000000000000000000000000
821,821,0,1,1,000000000000000000000000000
822,822,0,1,1,000000000000000000000000000
823,823,0,1,1,000000000000000000000000000
824,824,0,1,1,000000000000000000000000000
825,825,0,1,1,000000000000000000000000000
826,826,0,1,1,001111010110101111010110011
827,827,0,1,1,001111011101101011000010110
828,828,0,1,1,001111100000100011010000001
829,829,0,1,1,001111010010011011001000111
830,830,0,1,1,001111101010001101111111100
831,831,0,1,1,001111101001001110111010010
832,832,0,1,1,001111101000010111010011100
833,833,0,1,1,001111100111001011110110111
834,834,0,1,1,001111100110110000111101010
835,835,0,1,1,001111100111011001001111100
836,836,0,1,1,001111101000001000001010000
837,837,0,1,1,001111101000000111000011110
838,838,0,1,1,001111100110101110010101001
839,839,0,1,1,001111100100111101011100011
840,840,0,1,1,001111100010011111111101101
841,841,0,1,1,001111011110111100110101010
842,842,0,1,1,001111011000000001110011111
843,843,0,1,1,001111010010110011010010110
844,844,0,1,1,001111010001111001010010110
845,845,0,1,1,001111010100011011011010100
846,846,0,1,1,001111001110000110010110101
847,847,0,1,1,001110010011110101110000000
848,848,0,1,1,000000000000000000000000000
849,849,0,1,1,000000000000000000000000000
850,850,0,1,1,000000000000000000000000000
851,851,0,1,1,000000000000000000000000000
852,852,0,1,1,000000000000000000000000000
853,853,0,1,1,001111001011000000010101000
854,854,0,1,1,001111011011101001111011011
855,855,0,1,1,001111100010010110110111001
856,856,0,1,1,001111100110101110100001111
857,857,0,1,1,001111100111110001111100010
858,858,0,1,1,001111011000011000000011011
859,859,0,1,1,000000000000000000000000000
860,860,0,1,1,000000000000000000000000000
861,861,0,1,1,000000000000000000000000000
862,862,0,1,1,000000000000000000000000000
863,863,0,1,1,000000000000000000000000000
864,864,0,1,1,000000000000000000000000000
865,865,0,1,1,000000000000000000000000000
866,866,0,1,1,000000000000000000000000000
867,867,0,1,1,000000000000000000000000000
868,868,0,1,1,000000000000000000000000000
869,869,0,1,1,000000000000000000000000000
870,870,0,1,1,000000000000000000000000000
871,871,0,1,1,000000000000000000000000000
872,872,0,1,1,001111000000110000010100100
873,873,0,1,1,001111010000000110100011111
874,874,0,1,1,001111010000100111000110111
875,875,0,1,1,001111001100011111111011011
876,876,0,1,1,000000000000000000000000000
877,877,0,1,1,000000000000000000000000000
878,878,0,1,1,000000000000000000000000000
879,879,0,1,1,000000000000000000000000000
880,880,0,1,1,000000000000000000000000000
881,881,0,1,1,000000000000000000000000000
882,882,0,1,1,000000000000000000000000000
883,883,0,1,1,000000000000000000000000000
884,884,0,1,1,000000000000000000000000000
885,885,0,1,1,000000000000000000000000000
886,886,0,1,1,000000000000000000000000000
887,887,0,1,1,000000000000000000000000000
888,888,0,1,1,000000000000000000000000000
889,889,0,1,1,000000000000000000000000000
890,890,0,1,1,001111100110011100110001011
891,891,0,1,1,001111101100110000011111111
892,892,0,1,1,001111101101000110101111110
893,893,0,1,1,001111101100101000011001000
894,894,0,1,1,001111101100001100000011000
895,895,0,1,1,001111101100011000011110011
896,896,0,1,1,001111101100100010101011000
897,897,0,1,1,001111101100010000110011100
898,898,0,1,1,001111101011011000001010100
899,899,0,1,1,001111101010000101101011000
900,900,0,1,1,001111101000101000001100010
901,901,0,1,1,001111100101111001100111011
902,902,0,1,1,001111100010010010101111101
903,903,0,1,1,001111011110010111110101010
904,904,0,1,1,001111011100111010100110010
905,905,0,1,1,001111011111101011100111110
906,906,0,1,1,001111100000100010011000101
907,907,0,1,1,001111011111000010011000011
908,908,0,1,1,001111011011011000111101011
909,909,0,1,1,001111010011000101101000011
910,910,0,1,1,001111000011011100011000111
911,911,0,1,1,001110111001100011101100101
912,912,0,1,1,001111010001000111001011101
913,913,0,1,1,001111011011001000010101100
914,914,0,1,1,001111100010100001110000100
915,915,0,1,1,001111101000001000110100011
916,916,0,1,1,001111101010001101101011001
917,917,0,1,1,001111101100001001000101011
918,918,0,1,1,001111101010001001011100101
919,919,0,1,1,001111100011010010111101101
920,920,0,1,1,000000000000000000000000000
921,921,0,1,1,000000000000000000000000000
922,922,0,1,1,000000000000000000000000000
923,923,0,1,1,000000000000000000000000000
924,924,0,1,1,000000000000000000000000000
925,925,0,1,1,000000000000000000000000000
926,926,0,1,1,000000000000000000000000000
927,927,0,1,1,000000000000000000000000000
928,928,0,1,1,000000000000000000000000000
929,929,0,1,1,000000000000000000000000000
930,930,0,1,1,000000000000000000000000000
931,931,0,1,1,000000000000000000000000000
932,932,0,1,1,000000000000000000000000000
933,933,0,1,1,000000000000000000000000000
934,934,0,1,1,000000000000000000000000000
935,935,0,1,1,000000000000000000000000000
936,936,0,1,1,000000000000000000000000000
937,937,0,1,1,000000000000000000000000000
938,938,0,1,1,000000000000000000000000000
939,939,0,1,1,000000000000000000000000000
940,940,0,1,1,000000000000000000000000000
941,941,0,1,1,000000000000000000000000000
942,942,0,1,1,000000000000000000000000000
943,943,0,1,1,000000000000000000000000000
944,944,0,1,1,000000000000000000000000000
945,945,0,1,1,000000000000000000000000000
946,946,0,1,1,000000000000000000000000000
947,947,0,1,1,000000000000000000000000000
948,948,0,1,1,000000000000000000000000000
949,949,0,1,1,000000000000000000000000000
950,950,0,1,1,001111011011001101010011011
951,951,0,1,1,001111100110001000011011001
952,952,0,1,1,001111100111110010100010100
953,953,0,1,1,001111101000010001110010111
954,954,0,1,1,001111101000000010110100110
955,955,0,1,1,001111101000000111100000010
956,956,0,1,1,001111100111100101101010111
957,957,0,1,1,001111100111000100100111111
958,958,0,1,1,001111100110101100100000000
959,959,0,1,1,001111100110011100110001110
960,960,0,1,1,001111100110111010101011001
961,961,0,1,1,001111100111010000100101001
962,962,0,1,1,001111101000000111101111000
963,963,0,1,1,001111101001000001001001111
964,964,0,1,1,001111101001110001010011000
965,965,0,1,1,001111101001101101010011111
966,966,0,1,1,001111101000100100101111111
967,967,0,1,1,001111100110000001111111101
968,968,0,1,1,001111100010111001110000100
969,969,0,1,1,001111011110100011001100001
970,970,0,1,1,001111011011011011100010110
971,971,0,1,1,001111011011110000100010000
972,972,0,1,1,001111011110100111001111011
973,973,0,1,1,001111100000100101111101100
974,974,0,1,1,001111100011100110001101101
975,975,0,1,1,001111100101100101111000011
976,976,0,1,1,001111100111100000110011101
977,977,0,1,1,001111101010010111101110011
978,978,0,1,1,001111101010001010011101010
979,979,0,1,1,001111100100001111100011110
980,980,0,1,1,001111100100001111100011110
981,981,0,1,1,001111100100001111100011110
982,982,0,1,1,001111100100001111100011110
983,983,0,1,1,001111100100001111100011110
984,984,0,1,1,001111100100001111100011110
985,985,0,1,1,001111100100001111100011110
986,986,0,1,1,001111100100001111100011110
987,987,0,1,1,001111100100001111100011110
988,988,0,1,1,001111100100001111100011110
989,989,0,1,1,001111100100001111100011110
990,990,0,1,1,001111100100001111100011110
991,991,0,1,1,001111100100001111100011110
992,992,0,1,1,001111100100001111100011110
993,993,0,1,1,001111100100001111100011110
994,994,0,1,1,001111100100001111100011110
995,995,0,1,1,001111100100001111100011110
996,996,0,1,1,001111100100001111100011110
997,997,0,1,1,001111100100001111100011110
998,998,0,1,1,001111100100001111100011110
999,999,0,1,1,001111100100001111100011110
1000,1000,0,1,1,001111100100001111100011110
1001,1001,0,1,1,001111100100001111100011110
1002,1002,0,1,1,001111100100001111100011110
1003,1003,0,1,1,001111100100001111100011110
1004,1004,0,1,1,001111100100001111100011110
1005,1005,0,1,1,001111100100001111100011110
1006,1006,0,1,1,001111100100001111100011110
1007,1007,0,1,1,001111100100001111100011110
1008,1008,0,1,1,001111100100001111100011110
1009,1009,0,1,1,001111100100001111100011110
1010,1010,0,1,1,001111100100001111100011110
1011,1011,0,1,1,001111100100001111100011110
1012,1012,0,1,1,001111100100001111100011110
1013,1013,0,1,1,001111100100001111100011110
1014,1014,0,1,1,001111100100001111100011110
1015,1015,0,1,1,001111100100001111100011110
1016,1016,0,1,1,001111100100001111100011110
1017,1017,0,1,1,001111100100001111100011110
1018,1018,0,1,1,001111100100001111100011110
1019,1019,0,1,1,001111100100001111100011110
1020,1020,0,1,1,001111100100001111100011110
1021,1021,0,1,1,001111100100001111100011110
1022,1022,0,1,1,001111100100001111100011110
1023,1023,0,1,1,001111100100001111100011110
