-0.05962048,0.09953966,-0.027194709,
-0.05548775,-0.12542087,-0.12716946,
-0.1459005,0.17094952,-0.08413307,
-0.18116967,-0.11063065,0.03812391,
-0.066249825,0.07140363,0.17347777,
-0.13393512,-0.08959105,0.07308177,
-0.011790405,0.13447261,0.19195506,
0.12820537,-0.09694493,0.13875522,
-0.09721503,0.15063497,0.017211864,
-0.11674126,0.21405369,0.19136792,
0.11337123,-0.020190455,0.006665537,
-0.028593695,-0.084461845,0.055138264,
0.17147686,0.11322382,0.13382828,
-0.030801676,0.060066238,-0.1522742,
0.04793583,0.03816475,0.114135236,
0.02036507,0.10297874,-0.045188587,
0.09408995,-0.055450447,0.010268655,
-0.051693287,0.16114889,-0.039957587,
0.16779965,0.08585135,-0.026578892,
-0.031303525,0.004325514,0.123667225,
0.16972107,0.05334431,0.19393161,
-0.09654658,0.0591756,0.12937061,
-0.06674778,-0.048956815,-0.12527606,
-0.14492153,0.12817171,-0.07653638,
0.1580835,0.13641964,-0.02872488,
0.033792198,0.059495214,-0.02760682,
0.14699438,-0.07278834,0.14676347,
0.12102839,0.08984839,0.10206135,
0.20404658,0.092664964,-0.02166795,
0.10960381,0.04124037,-0.1832996,
0.0833489,-0.045516044,0.037808366,
-0.12986544,-0.2321118,-0.107465595,

0.091479175,0.19484806,-0.15179937,
-0.10485828,-0.15632513,-0.044367064,
0.20564555,0.10599947,-0.080631785,
-0.115572296,0.10552732,-0.06025692,
-0.06740482,0.14368068,0.093039244,
0.028779391,0.11213281,-0.08147924,
0.10934651,0.034071397,-0.04620757,
-0.13187677,-0.08307599,0.10295327,
-0.080280446,-0.047630567,-0.07485825,
-0.21566565,-0.0072054868,0.015080085,
-0.2352505,-0.19729394,0.115362756,
0.095424384,0.0025387786,-0.02654878,
0.23074079,-0.041165147,-0.14240274,
-0.12426263,-0.07597891,0.020242319,
-0.06675913,-0.005083147,-0.029336466,
-0.23841844,-0.16759694,0.07713333,
0.19829957,0.13473766,-0.12828572,
-0.16534588,0.033757217,0.001987547,
0.06866937,0.02610825,-0.06733796,
-0.15155432,0.086753964,-0.033698928,
-0.04567324,0.18554524,0.0074544996,
-0.057876628,-0.18093835,-0.039715882,
-0.05249573,0.14884852,-0.21462578,
0.019058824,0.083818026,-0.07038263,
-0.07975783,-0.1315613,0.07671148,
-0.045223273,0.14387058,0.14529003,
0.11863082,0.047933787,-0.1596496,
-0.06358507,-0.1697025,0.120641984,
0.1065998,-0.011441709,-0.06831847,
-0.12555976,0.06515537,-0.30725837,
-0.12125996,-0.10106464,0.1589854,
-0.104630806,-0.082285,0.13740276,

-0.12577964,-0.119018346,0.061853662,
0.117832705,0.16522129,-0.040645704,
0.02228721,0.23916227,0.07446005,
-0.08556966,-0.073574565,0.13994977,
0.08370527,-0.1400809,-0.20140152,
0.17830405,-0.10337989,0.093788885,
-0.05170556,-0.1276633,-0.03948424,
0.10302996,-0.037912875,0.1218185,
-0.03278817,0.13674521,-0.14615472,
-0.120185286,-0.16057536,-0.02006067,
-0.1061845,0.11092135,-0.081587344,
-0.18836525,0.14443919,-0.019595116,
-0.026468638,0.046323318,0.006512148,
-0.10881774,0.16030169,0.1199332,
0.05108486,-0.13440178,0.020250939,
0.03339174,-0.004428822,0.0070810406,
0.17186145,-0.0493986,0.1515967,
-0.11279508,-0.013069282,-0.06962913,
-0.15057668,-0.10271401,0.055067185,
-0.079160295,-0.08036046,0.028032565,
-0.15470336,-0.0772328,0.1707857,
-0.0431241,0.06382817,-0.1359639,
0.06162168,-0.09771208,-0.0799016,
-0.053325016,-0.0029753235,-0.1409449,
-0.15466826,-0.026480664,-0.13313529,
-0.12296729,0.10770096,0.1211417,
0.021513669,-0.037910476,0.16158502,
0.07498252,-0.089814335,-0.10818225,
-0.17778626,0.12040281,0.13084209,
-0.099359766,0.0799668,-0.068271495,
0.08490499,-0.21144603,-0.087703824,
-0.07195026,-0.20253585,0.043406107,

-0.007567244,-0.061796878,-0.10880989,
-0.03379623,0.050310902,-0.10170183,
0.12959021,-0.059623197,0.060378764,
0.08572994,0.04948982,-0.06874166,
0.08185754,0.096127994,0.047236234,
0.08445169,0.07788991,0.029099628,
0.14327449,-0.03599212,-0.06742632,
-0.08413049,0.094726644,-0.10598987,
0.02335258,0.03264955,-0.06908359,
-0.065087706,0.03582622,-0.058875315,
0.0043094014,0.15270089,-0.101522245,
-0.003656109,-0.013091843,0.09390037,
-0.040079333,0.11324646,-0.09568171,
-0.117747754,0.15203236,-0.026173176,
-0.19246137,-0.056478865,-0.13108024,
-0.047608793,0.1946187,0.021760685,
0.14451149,-0.04699246,0.06995091,
-0.17547116,0.09690486,0.06816826,
-0.0319417,-0.0051354766,0.10981368,
